text,label,type,topic
State Lottery: Winning numbers for [Date] draw are now posted. Visit `statelotto.gov` to view.,0,sms,lottery winner
"Important Information Regarding Your Lottery Play. This message is from the National Lottery Commission. Our records indicate you may hold a winning ticket from the recent [Specific Drawing Date] draw. Please check your tickets carefully against the official results published on our website: `www.nationallottery.gov/results`. If you believe you have a winning ticket, please follow the claim instructions provided on our official website.",0,email,lottery winner
Congrats! U won $500k in our sweepstakes! Verify ur details to collect: `winnas.co/verify`. Act fast!,1,sms,lottery winner
"Final Notification: Unclaimed Prize! This is your LAST CHANCE to claim your undisputed lottery prize of $850,000. Our system shows you havent responded to our previous notifications. To avoid losing your winnigs, kindly click on the link provided to finalize your claim ASAP: `http://lottery-claim-now.xyz/final`. We cannot hold your funds much longer!",1,email,lottery winner
"Regarding Your Recent Lottery Purchase. Dear Customer, We hope this email finds you well. This is an automated notification from State Lottery Inc.. While we cannot disclose specific prize details via email for security reasons, we encourage you to review any tickets purchased recently. Should you possess a winning ticket, please refer to the official claim procedures outlined on our secure website: `www.statelottery.org/claims`. Our customer service team is available at [Phone Number] for any inquiries.",0,email,lottery winner
Final notice: U have unclaimed lotto winnings! Click this link NOW to avoid forfeitur: `prize-await.xyz/claim`.,1,sms,lottery winner
"Your Big Win Awaits - Act Fast! Conratulations! You've been selected in our special online lotery drawing. You've won over 2 million! To release your funds, we just need a small processing fee and your full bank details. Visit this link to complete form: `winnertrustfund.org/deposit`. Hurry, offer is limitted!",1,email,lottery winner
Reminder from National Lottery: Verify your purchased tickets for the latest draw at `lottery.com`.,0,sms,lottery winner
"Important Update from [Lottery Organization]. Greetings, We are pleased to announce the winners of the latest MegaMillions drawing. Your registered email address received this notification because you participated in this draw. Please visit our official website at `www.megamillions.com` to check the winning numbers and claim procedures. All prize claims require in-person verification at an authorized lottery office.",0,email,lottery winner
Your cell number selected for $2.0M payout. Reply Y to claim then visit `luckywinner.info/pay`.,1,sms,lottery winner
"Important Security Alert: Your Lottery Prize. Deaar Winner, Your recent lottery winnigs are on hold due to an error in your profile. We need to confirm your identity for a $3,500,000 payout. Please update your details immediately via this secure link: `verify-my-prize.net/security-update`. Disregard this email at your own risk.",1,email,lottery winner
Official Alert: A ticket matching your profile may have won a prize. Review details securely on your account at `mylotto.net`.,0,sms,lottery winner
"Prize Notification - [Your Name] - [Lottery ID]. Dear Mr./Ms. [Last Name], This is an official notification from [Reputable Lottery Company]. Based on our secure drawing system, your entry associated with ID [Lottery ID] has been selected for a prize. Due to the significant amount, we require you to schedule an appointment with our claims department to verify your identity and initiate the payout process. Please call us at [Phone Number] during business hours or reply to this email to arrange a meeting.",0,email,lottery winner
Congrat! Ur a lottery winner! Get your $750k! Just pay small processing fee here: `bit.ly/lottowinfees`.,1,sms,lottery winner
"We Have Your Money! (Official Prize Notification). Exciting News! You're the guaranteed winner of our exclusive daily lottery for $1,200,000! No purchase necessary, just claim your prize now! Click this link to accept the funds: `fast-cash-lotto.org/claim`. Only today for this offer!",1,email,lottery winner
"Your Lottery Account Activity Alert. Hello, This is an automated message regarding your online lottery account. We have detected significant activity related to a recent draw. For your security, we recommend logging into your official account at `secure.lotteryplay.com` to review your tickets and any potential winnings. Remember to use strong, unique passwords and never share your login details.",0,email,lottery winner
"Don't miss out! $1,000,000 prize pending! Confirm your identity within 6 hours: `securelotto.com/id`.",1,sms,lottery winner
"Hello, Did you play PowerBall? Check results on `powerball.com`. Prizes over $600 require in-person claim.",0,sms,lottery winner
[Lottery Name] official: Your ticket [Ticket ID] results are in. Check `www.lottery.org` for details.,0,sms,lottery winner
"Information for [Drawing Date] Winners. To our valued participants, The results for the [Drawing Name] held on [Date] are now available. We kindly remind all participants to verify their tickets against the official winning numbers found on `www.official-lottery-site.com`. Claiming procedures and necessary documentation are also detailed there. For prizes over a certain amount, identity verification and tax forms will be required in person.",0,email,lottery winner
From MegaLotto: Important update regarding recent draw. Visit our site `megalotto.co/news` for more.,0,sms,lottery winner
URGENT! Your crypto wallet is temporarely blocked due to unusal activity. Reactivate now to prevent loss of funds: hxxps://crypto-fix.net/urgent,1,sms,crypto wallet blocked
"Subject: Important: Your Crypto Wallet Is Blocked!

Dear User,

We've detected suspicious activity on your account. To prevent permanent loss of funds, you MUST verify your identity within the next 24 hours. Failure to comply will result in account termination. Click here immediatly: hxxps://secure-wallet-verify.com/fixit",1,email,crypto wallet blocked
Action Required: Your funds are at risk! Your {WalletName} wallet has been frozen. Restore full acess now: hxxps://wallet-unlocker.info/restore,1,sms,crypto wallet blocked
"Subject: Security Alert: Your Crypto Wallet Suspended!

Valued Customer,

Our security system has flagged your wallet for security breach. All transactions are halted. You NEED to re-secure your account NOW to avoid loss. Use this link: hxxps://wallet-update-security.org/login",1,email,crypto wallet blocked
Warning! Your Bitcoin wallet is now inaccessible. Update KYC info in 1 hour or funds will be lost: hxxps://update-crypto-kyc.io/now,1,sms,crypto wallet blocked
"Subject: Critical! Your Crypto Wallet Has Been Blocked!

Dear user,

We've noticed unauthourised attempts to access your crypto wallet. To protect your assets, we have temporarely blocked your account. You must click the link below to verify your ownership and unlock your wallet. Act fast! hxxps://secure.crypto-fixer.biz/verify",1,email,crypto wallet blocked
Your crypto balance is frozen. Confirm your details at hxxps://wallet-protection.cc/confirm to prevent permanent deactivation.,1,sms,crypto wallet blocked
"Subject: Urgent! Your Wallet Access Restricted!

Attention User,

Your crypto wallet has been restricted due to a system error. To prevent permanent loss of funds, please click the link below and follow the instructions to unblock your account within 12 hours. hxxps://reactivate-my-wallet.xyz/unblock",1,email,crypto wallet blocked
ALERT: Suspected fraudulent activity detected. Your crypto account is suspended. Verify immediatly: hxxps://crypto-safeguard.net/alert,1,sms,crypto wallet blocked
"Subject: Immediate Action Required: Crypto Wallet Blocked!

Dear Customer,

We regret to inform you that your crypto wallet has been blocked due to recent policy changes. Failure to comply with the new terms will result in account closure. Review and update your information here: hxxps://policy-update.wallet-service.com/terms",1,email,crypto wallet blocked
Final Warning: Your crypto wallet will be deactivated soon. Resolve issue at hxxps://wallet-resolve.online/urgent,1,sms,crypto wallet blocked
"Subject: Important Security Notice: Your Wallet Is Blocked!

Dear User,

Our records indicate unusual login attempts from multiple locations. For your security, we have temporarily blocked your crypto wallet. Please click here to re-authenticate and restore access: hxxps://auth.crypto-wallet-support.com/login",1,email,crypto wallet blocked
"Hello, if you're experiencing issues with your crypto wallet, please visit our official support portal at https://support.yourwalletapp.com for troubleshooting guides.",0,sms,crypto wallet blocked
"Subject: Query regarding your crypto wallet access.

Dear Customer,

We received your inquiry about difficulty accessing your crypto wallet. Our support team is here to assist. Please reply to this email with more details or visit https://www.cryptosupport.com/contact to open a ticket.",0,email,crypto wallet blocked
"Important: If your crypto wallet appears blocked, it might be due to a recent update or maintenance. Please check our status page https://status.myexchange.com for service announcements.",0,sms,crypto wallet blocked
"Subject: Information on Crypto Wallet Accessibility.

Dear User,

We understand that you may encounter situations where your crypto wallet access is temporarily restricted. This can often be resolved by verifying your internet connection or updating your app. For detailed steps, please visit our help center: https://help.walletplatform.com/accessibility",0,email,crypto wallet blocked
"Reminder: For any issues with your crypto wallet, including access problems, our dedicated support team is available. Find contact options at https://walletname.com/support.",0,sms,crypto wallet blocked
"Subject: Potential Login Issues for Your Crypto Wallet.

Hello,

Our system detected a login attempt from a new device for your crypto account. As a security measure, you might be asked to verify this attempt. If you did not initiate this, please contact us at https://www.securecrypto.com/security.",0,email,crypto wallet blocked
Your crypto wallet may be inaccessible if your KYC documents are expiring. Please log in to your official account or contact support via https://support.walletco.com/kyc for guidance.,0,sms,crypto wallet blocked
"Subject: Guidance on Crypto Wallet Access Difficulties.

Dear User,

If you are finding your crypto wallet to be blocked, please consider these common solutions: ensure app is updated, clear cache, or check network settings. For advanced troubleshooting, visit https://faqs.blockchainwallet.com/blocked",0,email,crypto wallet blocked
We are aware of some users reporting temporary crypto wallet access issues. We are monitoring the situation and will post updates on our official Twitter: @WalletSupport or https://blog.cryptowallet.com.,0,sms,crypto wallet blocked
"Subject: Assisting with Crypto Wallet Access.

Hello,

We understand that experiencing a blocked crypto wallet can be concerning. Please note that our official communication will never ask for your private key. For assistance, contact our verified support at https://official.cryptoservice.com/help.",0,email,crypto wallet blocked
"If your crypto wallet is blocked after a password reset, please ensure you use the temporary password provided in the recovery email. If issues persist, contact support for a new reset link.",0,sms,crypto wallet blocked
"Subject: Your Crypto Wallet Account Review.

Dear Customer,

Your account is currently undergoing a routine security review, which may temporarily restrict access to your crypto wallet. This process typically resolves itself within 24-48 hours. No immediate action is required. We will notify you upon completion. For more details: https://security.yourwallet.com/review",0,email,crypto wallet blocked
We are here to help if you cannot access your crypto wallet. Please visit our support page https://customer.wallet.com/access or call us during business hours for direct assistance.,0,sms,crypto wallet blocked
"Subject: URGENNT! Contul tau Universitar e blocat! Stimate student, contul dumneavoastră universitar a fost suspendaț din cauza activități suspecte. Resetați parola IMEDIAT pentru a preveni ștergerea permamentă. Click aici: [uni-portal-reset.ru/login]. Ignorarea acestui avertisment duce la pierderea accesului. Serviciul IT.",1,email,university password reset
AVERTISMENT! Contul Uni va fi sters! Reseteaza parola ACUM: [bit.ly/uni_urgent_reset] in 2 ore sau pierzi accesul!,1,sms,university password reset
"Subject: Urgent: Your University Account Requires Immediate Action! Dear Student, we detected unusual login attempts on your university account. You must verify your identity and reset your password within 12 hours. Click here to avoid account deactivation: [secure-uni-login.net/verify]. Failure to comply will result in permanent loss of access. University IT Security.",1,email,university password reset
ATENTIE! Parola ta de la universitate a expirat! Reseteaza-o imediat pe [uni-secure-login.xyz],1,sms,university password reset
"Subject: Notificare Importantă de Securitate Cont Universitar! Salut, sistemul nostru a identificat o problemă cu securitatea parolei tale. Trebuie să o actualizezi urgent la: [my-uni-portal.info/update-pass]. Altfel, contul se blochează în curând. Echipa Suport.",1,email,university password reset
Your Uni account password has EXPIRED. Update it NOW at [link.to.phishing.site] or it will be suspended!,1,sms,university password reset
"Subject: Acțiune Imediată Necesara: Resetare Parolă Unibuc. Stimate utilizator, am detectat o problemă critică cu contul dumneavoastră. Vă rugăm să resetați parola urgent accesând acest link securizat: [unibuc-reset-portal.com/login]. Aceasta este o măsură de securitate obligatorie. Echipa Tehnică.",1,email,university password reset
Contul tău de student este compromis! Reseteaza parola URGENT! [tinyurl.com/unibuc-reset] Fără întârziere!,1,sms,university password reset
Subject: Final Warning: University Password Reset. This is your final notification. Your university account password has been flagged as vulnerable. You MUST reset it within the next hour to prevent permanent account termination. Click here: [university-portal-security.org/reset-now]. IT Support Department.,1,email,university password reset
Blocare iminenta! Parola universitate expirata. Reseteaza la [bit.ly/unipass-fix] azi!,1,sms,university password reset
"Subject: Aviz Important! Securitate Cont! Draga student, am observat anomalii la logarea în contul tău. Te rugăm să îți resetezi parola imediat aici: [student-portal.xyz/resetare]. Aceasta este o cerință obligatorie. Universitatea.",1,email,university password reset
Your university email account needs verification. Click here: [verify-uni-email.net/login] to avoid deactivation!,1,sms,university password reset
Subject: Re: Alerta de securitate! Am detectat o activitate neautorizată pe contul dvs. universitar. Resetați parola imediat pentru a preveni accesul neautorizat la [uni-security-update.info/reset]. Acesta este un avertisment critic.,1,email,university password reset
"Subject: Notificare: Politica de Resetare Parolă - Universitatea. Stimate student, vă reamintim importanța securității parolei. Puteți reseta parola oricând accesând portalul oficial al universității: [portal.uni.ro/reset-password] sau contactând suportul IT la 021-XXXXXXX. Echipa IT a Universității.",0,email,university password reset
Salut! Ai solicitat resetarea parolei. Accesează [my.uni.ro/reset] și urmează instrucțiunile. Linkul este valid 30 de minute.,0,sms,university password reset
"Subject: University IT Support: Password Reset Information. Dear Student, if you have forgotten your university account password or wish to change it, please visit our official support page: [support.uni.edu/password-reset]. Detailed instructions are available there. For further assistance, contact the helpdesk.",0,email,university password reset
Memento de securitate: Schimbați-vă parola universitară la fiecare 90 de zile pentru securitate sporită. Detalii: [uni.ro/securitate].,0,sms,university password reset
"Subject: Solicitare Resetare Parolă Cont Universitar. Bună ziua, am primit solicitarea dumneavoastră de resetare a parolei. Vă rugăm să accesați următorul link pentru a finaliza procesul: [reset.uni.ro/token/abcdefg]. Acest link este valabil pentru 24 de ore. Cu stimă, Suport IT Universitate.",0,email,university password reset
Security Alert: The university will NEVER ask for your password via SMS or email. Use only the official portal for resets: [portal.uni.edu].,0,sms,university password reset
"Subject: Informații Importante privind Securitatea Contului Universitar. Stimate utilizator, vă informăm că politica de securitate a universității impune o complexitate minimă a parolelor. Pentru a vă asigura că parola dumneavoastră este conformă, o puteți verifica sau reseta pe pagina [myaccount.uni.ro]. Această acțiune nu este urgentă, dar o revizuire periodică este recomandată.",0,email,university password reset
Notificare: Linkurile de resetare parola sunt trimise doar de la domeniul oficial al universitatii. Verificați întotdeauna expeditorul!,0,sms,university password reset
"Subject: Reminder: University Account Security. Dear members of the university community, we remind you of the importance of using a strong and unique password for your university account. If you wish to change your password, you can do so securely on [accounts.uni.edu]. Thank you for your cooperation.",0,email,university password reset
Confirmare: Am inițiat procesul de resetare a parolei pentru contul tău universitar. Vei primi un email cu instrucțiuni suplimentare în curând.,0,sms,university password reset
"Subject: Mesaj automat: Notificare privind resetarea parolei. Acest mesaj confirmă că o solicitare de resetare a parolei a fost inițiată pentru contul dvs. universitar. Dacă nu ați inițiat această acțiune, vă rugăm să contactați imediat suportul IT. Pentru a continua cu resetarea, folosiți link-ul primit într-un email separat.",0,email,university password reset
"To reset your university account password, please visit [portal.uni.edu/reset]. If you encounter any issues, please contact the university helpdesk.",0,sms,university password reset
"Subject: IMMEDIATE ACTION REQUIRED - University Account Suspension Notice

Dear student,

Your University account has been flagged for security reasons. Failure to verify your password within 24 hours will result in permanent account deactivation. Click here to update your details now: https://update.univercity-login.net/verify/id673. This is urgent to prevent loss of access to your courses and resources.",1,email,university password reset
URGENT: Your Univ. account password expires TODAY! Reset now to avoid suspension and loss of access. Click here: https://uni-portal.co/reset-pass,1,sms,university password reset
"Subject: Security Alert: Unusual Activity Detected on Your Account

Dear Student,

We have detected unusual login activity on your university account. To secure your profile, please update your password immediately by following this link: https://security-portal-uni.info/update/index.php. Failure to do so will result in temporary suspension of your account. Action is required within 6 hours.",1,email,university password reset
Security alert! Someone tried to login to your university email. Verify your identity immediately to protect your data: https://my.uni.edu.co/verify,1,sms,university password reset
"Subject: Your University Portal Access is Limited - Action Required!

Dear Student,

Your access to the university portal has been temporarily restricted due to an unathorized login attempt. Please confirm your details here to reactivate your account: https://portal-confirm.net/login?id=2345 within the next 3 hours. Your cooperation is critical.",1,email,university password reset
Your @uni.edu password will expire shortly. Renew it now: https://reset-passwrd.info/userlogin. Don't loose access to your academic records!,1,sms,university password reset
"Subject: Attentiion Required: Mandatory Password Update

Hello!

Your university account requires a password update. Due to recent security upgrades, all users must re-validate their credentials. Click this link: https://uni-system-update.org/login to avoid service disruption. Thank you, Uni Support Team.",1,email,university password reset
Final Warning: Your university account is scheduled for deletion due to inactivity. Reset password now to keep it: https://access-restore.com/uni,1,sms,university password reset
"Subject: Security Notification: Urgennt Password Reset

Dear User,

Our system detected that your password needs to be changed for security reasons. Please click on the link below to confirm your identity and reset your password: https://my-university.net/secure-login. This action is necessary to maintain your access.",1,email,university password reset
Critical: Your uni email password has expired. Click here to update: https://my.univercity-mail.xyz/reset or lose access within 24 hours.,1,sms,university password reset
"Subject: Important Security Update: University Accounts

Valued Student,

We are conducting a mandatory security update. All users are required to verify their account information. Please follow this link: https://university-security.org/verify to complete the verification process within 12 hours. Otherwise, your account will be disabled.",1,email,university password reset
Your University account is suspended! Reactivate immediately at: https://uni-accounts.live/reactivate,1,sms,university password reset
"Subject: Password Reset Request for Your University Account

Dear John Doe,

We received a request to reset the password for your university account. If you initiated this request, please click the link below to proceed: https://portal.university.edu/password-reset/confirm?token=xyz123. If you did not request this, please ignore this email. This link will expire in 60 minutes for your security.

University IT Support",0,email,university password reset
"You requested a password reset for your university account. Use code 123456 to complete the process. This code expires in 10 minutes. If you did not request this, please contact IT Support.",0,sms,university password reset
"Subject: Your University Password - Reminder to Update

Dear Student,

This is a friendly reminder that your university password is due for an update in 14 days as part of our security policy. You can update it securely via the official portal: https://portal.university.edu/change-password. No immediate action is required. We encourage regular updates for enhanced security.

University IT Department",0,email,university password reset
"Your university password was successfully reset. If this was not you, please contact IT support immediately at 555-123-4567.",0,sms,university password reset
"Subject: Information: Upcoming Password Policy Change

Dear University Member,

We are updating our password policy on November 15, 2023. This will require all users to set a new password with stronger criteria next time they log in after this date. More details can be found here: https://security.university.edu/password-policy. No action required until your next login.

University Security Team",0,email,university password reset
"A password reset link for your university account has been sent to your registered email address (e.g., j**@university.edu). Please check your inbox.",0,sms,university password reset
"Subject: Password Change Confirmation

Dear Sarah Smith,

Your password for University Name account has been changed on October 26, 2023 at 10:30 AM (GMT). If you did not authorize this change, please contact IT support immediately at helpdesk@university.edu.

University Helpdesk",0,email,university password reset
Reminder: Your temporary password for [University Name] is TempP@ss1. Please log in at https://my.university.edu and change it within 24 hours.,0,sms,university password reset
"Subject: Important Security Notice: Password Practices

Dear Student,

We encourage all members to regularly review and update their passwords for optimal account security. For best practices and to manage your password, visit: https://security.university.edu/best-practices. University IT Services will never ask for your password directly via email or SMS.",0,email,university password reset
"Your university account password was updated. If this was not you, contact us at helpdesk@university.edu or call 555-123-4567.",0,sms,university password reset
"Subject: Action Required: University Password Reset

Dear Alex Lee,

You are receiving this email because a request to reset your university account password has been made. To proceed, please click the secure link: https://password.university.edu/reset?key=abc789. This link is valid for 1 hour. If you did not request this, no further action is needed.

University Helpdesk",0,email,university password reset
University IT: Your password recovery request has been received. Check your official university email inbox for instructions to complete the process.,0,sms,university password reset
"Subject: Your University Account Password: An Important Update

Dear University Community Member,

We'd like to inform you about recent security enhancements to our password management system. Going forward, you may notice new security prompts when resetting your password, such as multi-factor authentication. For more information, please visit https://security.university.edu/enhancements. Thank you for helping us maintain a secure environment.

University IT Department",0,email,university password reset
"Hey, its Ana. I'm stuck abroad, phone stolen. Need urgent money for a flight ticket. Can you wire 500$? Please reply ASAP. This is my temporary number.",1,sms,friend stranded abroad
"Subject: EMERGENCY - I'm in big trouble! Hi, it's David. My wallet and passport were stolen here in Barcelona. I desperately need to buy a new ticket home. I found a way to receive money via this link: tinyurl.com/helpmyfriend. Please send anything you can, even $300 would save me. I'm so scared. Don't call old number, it's gone.",1,email,friend stranded abroad
"URGENT! I'm stuck at the airport, my card isn't working. Need $400 for a hotel room tonight or I'll be sleeping outside. Reply 'YES' if you can help. I'll explain later. New number.",1,sms,friend stranded abroad
"Subject: Can you help me out? Hey, this is Maria. I'm in a dire situation in Thailand. My bags were lost and I can't access my funds. I need money urgently for accommodation and food. Can you send $250 through this secure link? bit.ly/friendhelp. My old email is not working, so use this one. Thanks!",1,email,friend stranded abroad
"Hi it's Alex. My phone broke and I lost all my contacts. This is my new number. I'm stranded, need some cash to get home. Send to this Western Union MTCN: 1234-5678-90. Please hurry!",1,sms,friend stranded abroad
"Subject: Really need your help right now!! Hey, [Recipient's Name], it's Chloe. I had an accident and need urgent medical attention. My travel insurance isn't covering it fully. I need $1000 for hospital bills. Please use this payment portal immediately: securepay.co/friendrelief. This is critical. Respond quickly.",1,email,friend stranded abroad
Im stuck in Italy. Cant get to my money. Need 300 doller for taxi to embassy. Plees help ASAP! Click: payment-link.info/stranded,1,sms,friend stranded abroad
"Subject: Fwd: My bank account blocked!!! Tom here. I'm stuck in Rome, my bank froze my account for suspicious activity. I need money for my flight tomorrow. Can you transfer funds to this temporary account I set up? Account: 987654321, Swift: TEMPCODE. It's a temporary measure. This is super urgent, flight leaves in 12 hours!",1,email,friend stranded abroad
"Hi, it's Olivia. My hostel kicked me out, card not working. Can you send $150 to my PayPal through this link: paypalme.io/stranded? Need it now.",1,sms,friend stranded abroad
"Subject: Plea for Help! Ben here. My phone was stolen and I'm using an internet cafe. I was robbed and lost everything. I need funds for a new passport and a ticket home. Can you help with $700? Follow this link to a secure donation platform: fundme.io/strandedfriend. Time is critical, I'm stuck with no ID.",1,email,friend stranded abroad
Its Emily. Massive issue with my flight home. They need an extra fee of $200 for luggage. My card declined. Can u quickly send via Zelle to this number? 555-0198. Im boarding soon!,1,sms,friend stranded abroad
"Subject: I need you fast! Hi, [Recipient's Name], it's Michael. I'm in Berlin and I've been detained due to a misunderstanding. I need $800 bail money immediately or I could be here for days. Don't try to call me, use this secure payment link to transfer funds: bit.ly/urgentbail. This is a matter of life or death!",1,email,friend stranded abroad
"Hey, it's Jessica. I'm really stuck in Vietnam. Phone died, using a stranger's. Need $ for emergency visa renewal. Can you send via MoneyGram to Jessica Smith? Reply ASAP if you can help.",1,sms,friend stranded abroad
"Hey, it's Leo. Just landed in Dublin, flight was delayed a bit but all good. Will call you later tonight when I'm settled. No worries!",0,sms,friend stranded abroad
"Subject: Update from Japan Hi [Recipient's Name], just wanted to give you an update. Had a minor issue with my credit card at the ATM yesterday, but I've already called the bank and they're sending a replacement to the embassy. No urgent problems, just a bit inconvenient. Will keep you posted. Best, Sarah.",0,email,friend stranded abroad
"Got stuck at the border for a bit, but cleared customs now. Everything's fine. See you on Friday.",0,sms,friend stranded abroad
"Subject: Quick update on my trip. Hi, [Recipient's Name], hope you're doing well. Just wanted to let you know that I had a small hiccup here in Rome. My passport got wet and I needed to get a temporary one, but the embassy was very helpful and it's all sorted now. A bit of a delay, but I'm back on track. No need to worry! Cheers, Chris.",0,email,friend stranded abroad
"Hey, it's Daniel. My old phone decided to quit on me, so this is my temporary number. I'm okay, just needed to let you know. Will call from a proper line soon.",0,sms,friend stranded abroad
"Subject: Re: Your concerns Hi [Recipient's Name], thanks for reaching out. I know I haven't been in touch much. I had my wallet stolen last week, which was a nightmare, but thankfully my bank was very quick and I've cancelled everything. My family has already wired me some emergency funds, so I'm not in any immediate financial trouble. Just wanted to reassure you. See you soon, Rachel.",0,email,friend stranded abroad
"Lost my way for a bit, but found my hostel. Internet is spotty. I'm safe, will call when I have a good connection.",0,sms,friend stranded abroad
"Subject: Everything's fine! Hi, just wanted to let you know that despite a bit of a travel nightmare (missed my connecting flight!), I'm now safely at my destination. The airline rebooked me and gave me a hotel voucher. All expenses covered. Just wanted to make sure you didn't worry if you heard anything. Talk soon, Mark.",0,email,friend stranded abroad
"Had a bit of a scare, thought I lost my passport, but it was just in the bottom of my bag! All good now. On my way.",0,sms,friend stranded abroad
"Subject: Catching up from Sydney Hey [Recipient's Name], hope things are great back home. I'm having an amazing time here, though I had a minor incident where my hotel reservation got messed up. Thankfully, the hotel staff were able to find me another room, so no real problems. Just a small inconvenience. Will send photos later! Best, Sophia.",0,email,friend stranded abroad
Got a new sim card. This is my number for the next few weeks. Everything's cool. Just landed.,0,sms,friend stranded abroad
"Subject: Quick update - no worries! Hi [Recipient's Name], just checking in. I had a bit of an issue getting cash from the ATMs yesterday, but it turns out it was just a local network problem, not my card. My bank confirmed everything is fine. My cousin here helped me out for the day, so I'm sorted. Nothing to worry about at all! Cheers, James.",0,email,friend stranded abroad
Urgent! Sunt [Nume CEO] în drum spre aeroport. Am nevoie să procesezi un transfer bancar imediat pentru o achiziție confidențială. Detalii aici: bit.ly/urgent_pay,1,sms,CEO urgent wire transfer
"Subiect: Plata Urgenta - Proiect Confidențial (De la: [Nume CEO] <ceo.office.assist@secure-transfer.com>) Salut. Sunt în mijlocul unei negocieri sensibile. Am nevoie să finalizezi un transfer bancar pentru un proiect critic. Suma de 75.000 EUR către contul atașat. Asigură-te că e procesat în următoarele 30 de minute. Fără întrebări acum, te rog. Vezi detaliile complete AICI: secure-portal.net/payment",1,email,CEO urgent wire transfer
Salut. Vă reamintim politica companiei privind cererile de transfer bancar: Toate solicitările trebuie să fie verificate prin canale oficiale și nu prin SMS sau email neconfirmat.,0,sms,CEO urgent wire transfer
[Nume CEO] aici. E o situație critică. Trebuie să faci un transfer. Te rog trimite 25.000 USD URGENT la contul specificat în acest link: docs.google.com/secure_doc,1,sms,CEO urgent wire transfer
"Subiect: Cerere de transfer importanta [Nume CEO] (De la: Finance Dept <finance-support@corp-intl.co>) Dragă coleg, [Nume CEO] a solicitat un transfer urgent de fonduri pentru o tranzacție sensibilă. Te rog să accesezi acest link pentru a revizui și aproba imediat: transfer-secure.org/approval_needed. Fă-o ASAP.",1,email,CEO urgent wire transfer
"Subiect: Verificare procedură transfer bancar (De la: departament.financiar@compania.com) Stimate coleg, Te rugăm să te familiarizezi cu procedura noastră actualizată pentru transferurile bancare externe, disponibilă pe intranet. Toate cererile, inclusiv cele din partea managementului executiv, necesită aprobare internă și documentație completă.",0,email,CEO urgent wire transfer
Confirmare plata urgenta necesara. [Nume CEO] așteaptă. Acceseaza: bit.ly/verify_payment acum. Nu întârzia!,1,sms,CEO urgent wire transfer
"Subiect: ACȚIUNE URGENTĂ: Plata Furnizor (De la: Administrativ <admin.support@company-finance.net>) Am primit o cerere din partea [Nume CEO] pentru o plată extrem de urgentă către un furnizor cheie. Detaliile sunt în documentul atașat, dar te rog să începi procesarea imediat. Link pentru instrucțiuni: corporate-finance.info/urgent_payment",1,email,CEO urgent wire transfer
"Subiect: Notificare: Cerere de aprobare transfer bancar programat (De la: contabilitate@compania.com) Bună ziua, Am inițiat o cerere de aprobare pentru transferul bancar programat către Furnizorul X, în valoare de 15.000 EUR. Vă rugăm să verificați documentația în sistemul intern și să o aprobați conform procedurii standard, până la sfârșitul săptămânii.",0,email,CEO urgent wire transfer
"Salut, sunt [Nume CEO]. Am nevoie de un transfer imediat pentru o investiție. Sunt în avion, nu pot vorbi. Urmează instrucțiunile de aici: ow.ly/urgent_fund",1,sms,CEO urgent wire transfer
Subiect: ATENTIE: Transfer Bancar Crític! (De la: office.of.ceo@company-secure.com) Urgent! Am nevoie de un transfer bancar de 45.000 EUR efectuat în următoarele ore. Proiectul este în joc. Contactează-mă pe acest email sau vezi instrucțiunile aici: corporate-payments.biz/secure_transfer. Te rog să nu întârzi.,1,email,CEO urgent wire transfer
Echipa financiară va trimite un email cu noi instrucțiuni despre verificarea cererilor de plată de la management. Vă rugăm să le citiți cu atenție.,0,sms,CEO urgent wire transfer
O eroare majoră a avut loc. Trebuie să acționezi acum! [Nume CEO] cere transferul corectiv. Detalii: shorturl.at/fix_transfer,1,sms,CEO urgent wire transfer
"Subiect: Solicitare de plata fara intarziere (De la: CEO Personal Assistant <pa.ceo@corporate-email.org>) Bună, Din partea [Nume CEO], te rog să efectuezi un transfer bancar de 90.000 USD către noul cont specificat în acest link criptat: secure-files.online/new_beneficiary. Este de maximă confidențialitate și urgență. Nu trimite răspunsuri pe acest fir, folosește doar link-ul.",1,email,CEO urgent wire transfer
"Subiect: Întrebare: Detalii cont furnizor nou (De la: [Nume CEO] <[Nume CEO]@compania.com>) Bună, Înainte de a procesa o plată pentru un furnizor nou, ""Global Solutions Inc."", aș dori să confirmi detaliile bancare cu echipa financiară și să te asiguri că sunt conforme cu politica noastră. Nu iniția plata până nu ai confirmarea. Mulțumesc.",0,email,CEO urgent wire transfer
Trebuie sa faci un transfer catre un nou furnizor. [Nume CEO] a aprobat. Click aici: b.ly/new_supplier_pay,1,sms,CEO urgent wire transfer
"Subiect: Re: Re: Re: Solicitare de Plata Critica ([Nume CEO]) (De la: [Nume CEO] <j.smith@corp-webmail.com>) Am trimis deja mai multe mesaje. De ce nu ai procesat plata? E o suma de 120.000 EUR pentru o achizitie strategica. Proceseaza acum folosind detaliile din attachment-ul fals, sau prin link-ul acesta: global-finance.top/urgent_action. Voi verifica în 10 minute.",1,email,CEO urgent wire transfer
Am primit o cerere de transfer de la [Nume CEO]. Vă rugăm să confirmați verbal cu el înainte de a procesa. Aceasta este procedura standard.,0,sms,CEO urgent wire transfer
